,lang,name,pdf,file
132,español,C.C. Esfuerzo de Carrizales,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Esfuerzo%20de%20Carrizales-spa.pdf,pdf/vz/C.C._Esfuerzo_de_Carrizales.pdf
133,español,C.C. Ezequiel Zamora,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Ezequiel%20Zamora-spa.pdf,pdf/vz/C.C._Ezequiel_Zamora.pdf
134,español,C.C. Federación I Bolivariano,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Federación%20I%20Bolivariano-spa.pdf,pdf/vz/C.C._Federación_I_Bolivariano.pdf
135,español,C.C. Florencio Hernández,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Florencio%20Hernández-spa.pdf,pdf/vz/C.C._Florencio_Hernández.pdf
136,español,C.C. Francisco de Miranda,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Francisco%20de%20Miranda-spa.pdf,pdf/vz/C.C._Francisco_de_Miranda.pdf
137,español,C.C. Garbiras Centro Batallón Socialista,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Garbiras%20Centro%20Batallón%20Socialista-spa.pdf,pdf/vz/C.C._Garbiras_Centro_Batallón_Socialista.pdf
138,español,C.C. Garbiras-Centros,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Garbiras-Centros-spa.pdf,pdf/vz/C.C._Garbiras-Centros.pdf
139,español,C.C. Guaica José María Vargas,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Guaica%20José%20María%20Vargas-spa.pdf,pdf/vz/C.C._Guaica_José_María_Vargas.pdf
140,español,C.C. Guaimaral,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Guaimaral-spa.pdf,pdf/vz/C.C._Guaimaral.pdf
141,español,C.C. Guajira Chispero,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Guajira%20Chispero-spa.pdf,pdf/vz/C.C._Guajira_Chispero.pdf
142,español,C.C. Guaranache I,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Guaranache%20I-spa.pdf,pdf/vz/C.C._Guaranache_I.pdf
143,español,C.C. Guasina,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Guasina-spa.pdf,pdf/vz/C.C._Guasina.pdf
144,español,C.C. Hato El Rincón,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Hato%20El%20Rincón-spa.pdf,pdf/vz/C.C._Hato_El_Rincón.pdf
145,español,C.C. Helimena Fonseca,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Helimena%20Fonseca-spa.pdf,pdf/vz/C.C._Helimena_Fonseca.pdf
146,español,C.C. Hugo Chávez Frías,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Hugo%20Chávez%20Frías-spa.pdf,pdf/vz/C.C._Hugo_Chávez_Frías.pdf
147,español,C.C. Humberto Celly 5.20,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Humberto%20Celly%205.20-spa.pdf,pdf/vz/C.C._Humberto_Celly_5.20.pdf
148,español,C.C. Indígena Buenos Aires,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Indígena%20Buenos%20Aires-spa.pdf,pdf/vz/C.C._Indígena_Buenos_Aires.pdf
149,español,C.C. Indígena Tukuikunapa,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Indígena%20Tukuikunapa-spa.pdf,pdf/vz/C.C._Indígena_Tukuikunapa.pdf
150,español,C.C. Jasaleu,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Jasaleu-spa.pdf,pdf/vz/C.C._Jasaleu.pdf
151,español,C.C. Jerusalén Zona Franca,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Jerusalén%20Zona%20Franca-spa.pdf,pdf/vz/C.C._Jerusalén_Zona_Franca.pdf
152,español,C.C. Jerusalén,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Jerusalén-spa.pdf,pdf/vz/C.C._Jerusalén.pdf
153,español,C.C. José Antonio Páez B,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20José%20Antonio%20Páez%20B-spa.pdf,pdf/vz/C.C._José_Antonio_Páez_B.pdf
154,español,C.C. José Antonio Páez Sector I,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/%3EC.C.%20José%20Antonio%20Páez%20Sector%20I-spa.pdf,pdf/vz/C.C._José_Antonio_Páez_Sector_I.pdf
155,español,C.C. José León Mijares I y II,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20José%20León%20Mijares%20I%20y%20II-spa.pdf,pdf/vz/C.C._José_León_Mijares_I_y_II.pdf
156,español,C.C. Jovito Villalba,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Jovito%20Villalba-spa.pdf,pdf/vz/C.C._Jovito_Villalba.pdf
157,español,C.C. La Aguada,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20La%20Aguada-spa.pdf,pdf/vz/C.C._La_Aguada.pdf
158,español,C.C. La Amistad,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20La%20Amistad-spa.pdf,pdf/vz/C.C._La_Amistad.pdf
159,español,C.C. La Barranca,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20La%20Barranca-spa.pdf,pdf/vz/C.C._La_Barranca.pdf
160,español,C.C. La Batalla 3 de Enero,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20La%20Batalla%203%20de%20Enero-spa.pdf,pdf/vz/C.C._La_Batalla_3_de_Enero.pdf
161,español,C.C. La Cadena de Caripito,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20La%20Cadena%20de%20Caripito-spa.pdf,pdf/vz/C.C._La_Cadena_de_Caripito.pdf
162,español,C.C. La Candelaria II,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20La%20Candelaria%20II-spa.pdf,pdf/vz/C.C._La_Candelaria_II.pdf
163,español,C.C. La Candelaria Santa Rita,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20La%20Candelaria%20Santa%20Rita-spa.pdf,pdf/vz/C.C._La_Candelaria_Santa_Rita.pdf
164,español,C.C. La Coromoto,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20La%20Coromoto-spa.pdf,pdf/vz/C.C._La_Coromoto.pdf
165,español,C.C. La Cuchilla,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20La%20Cuchilla-spa.pdf,pdf/vz/C.C._La_Cuchilla.pdf
166,español,C.C. La Estrella Naciente,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20La%20Estrella%20Naciente-spa.pdf,pdf/vz/C.C._La_Estrella_Naciente.pdf
167,español,C.C. La Garita,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20La%20Garita-spa.pdf,pdf/vz/C.C._La_Garita.pdf
168,español,C.C. La Gran Familia,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20La%20Gran%20Familia-spa.pdf,pdf/vz/C.C._La_Gran_Familia.pdf
169,español,C.C. La Lagunita,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20La%20Lagunita-spa.pdf,pdf/vz/C.C._La_Lagunita.pdf
170,español,C.C. La Llanada Sector 1,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20La%20Llanada%20Sector%201-spa.pdf,pdf/vz/C.C._La_Llanada_Sector_1.pdf
171,español,C.C. La Llanada Sector 2,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20La%20Llanada%20Sector%202-spa.pdf,pdf/vz/C.C._La_Llanada_Sector_2.pdf
172,español,C.C. La Morrocoya Chaparralito,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20La%20Morrocoya%20Chaparralito-spa.pdf,pdf/vz/C.C._La_Morrocoya_Chaparralito.pdf
173,español,C.C. La Muchachera,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20La%20Muchachera-spa.pdf,pdf/vz/C.C._La_Muchachera.pdf
174,español,C.C. La Nueva Bonanza,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20La%20Nueva%20Bonanza-spa.pdf,pdf/vz/C.C._La_Nueva_Bonanza.pdf
175,español,C.C. La Nueva Unión,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20La%20Nueva%20Unión-spa.pdf,pdf/vz/C.C._La_Nueva_Unión.pdf
176,español,C.C. La Otra Banda,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20La%20Otra%20Banda-spa.pdf,pdf/vz/C.C._La_Otra_Banda.pdf
177,español,C.C. La Paz,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20La%20Paz-spa.pdf,pdf/vz/C.C._La_Paz.pdf
178,español,C.C. La Planta,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20La%20Planta-spa.pdf,pdf/vz/C.C._La_Planta.pdf
179,español,C.C. La Popular,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20La%20Popular-spa.pdf,pdf/vz/C.C._La_Popular.pdf
180,español,C.C. La Pradera II,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20La%20Pradera%20II-spa.pdf,pdf/vz/C.C._La_Pradera_II.pdf
181,español,C.C. La Revolución Bonita,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20La%20Revolución%20Bonita-spa.pdf,pdf/vz/C.C._La_Revolución_Bonita.pdf
182,español,C.C. La Rosa,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20La%20Rosa-spa.pdf,pdf/vz/C.C._La_Rosa.pdf
183,español,C.C. La Sierra,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20La%20Sierra-spa.pdf,pdf/vz/C.C._La_Sierra.pdf
184,español,C.C. La Tinta de San Marcos,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20La%20Tinta%20de%20San%20Marcos-spa.pdf,pdf/vz/C.C._La_Tinta_de_San_Marcos.pdf
185,español,C.C. La Unión de Palo Negro,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20La%20Unión%20de%20Palo%20Negro-spa.pdf,pdf/vz/C.C._La_Unión_de_Palo_Negro.pdf
186,español,C.C. Las Acacias 5B,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Las%20Acacias%205B-spa.pdf,pdf/vz/C.C._Las_Acacias_5B.pdf
187,español,C.C. Las Acacias,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Las%20Acacias-spa.pdf,pdf/vz/C.C._Las_Acacias.pdf
188,español,C.C. Las Afueras Tocuyano,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Las%20Afueras%20Tocuyano-spa.pdf,pdf/vz/C.C._Las_Afueras_Tocuyano.pdf
189,español,C.C. Las Casitas de Pampatar,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Las%20Casitas%20de%20Pampatar-spa.pdf,pdf/vz/C.C._Las_Casitas_de_Pampatar.pdf
190,español,C.C. Las Delicias Parte Alta,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Las%20Delicias%20Parte%20Alta-spa.pdf,pdf/vz/C.C._Las_Delicias_Parte_Alta.pdf
191,español,C.C. Las Huertas de Camoruco,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Las%20Huertas%20de%20Camoruco-spa.pdf,pdf/vz/C.C._Las_Huertas_de_Camoruco.pdf
192,español,C.C. Las Lomas,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Las%20Lomas-spa.pdf,pdf/vz/C.C._Las_Lomas.pdf
193,español,C.C. Las Marías I,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Las%20Marías%20I-spa.pdf,pdf/vz/C.C._Las_Marías_I.pdf
194,español,C.C. Las Marías Municipio Trinidad,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Las%20Marías%20Municipio%20Trinidad-spa.pdf,pdf/vz/C.C._Las_Marías_Municipio_Trinidad.pdf
195,español,C.C. Las Nieves,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Las%20Nieves-spa.pdf,pdf/vz/C.C._Las_Nieves.pdf
196,español,C.C. Las Parcelas,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Las%20Parcelas-spa.pdf,pdf/vz/C.C._Las_Parcelas.pdf
197,español,C.C. Limonal Morichal,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Limonal%20Morichal-spa.pdf,pdf/vz/C.C._Limonal_Morichal.pdf
198,español,C.C. Limpia Norte 2,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Limpia%20Norte%202-spa.pdf,pdf/vz/C.C._Limpia_Norte_2.pdf
199,español,C.C. Loma de Guerra,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Loma%20de%20Guerra-spa.pdf,pdf/vz/C.C._Loma_de_Guerra.pdf
200,español,C.C. Los Algarrobos Revolucionarios,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Los%20Algarrobos%20Revolucionarios-spa.pdf,pdf/vz/C.C._Los_Algarrobos_Revolucionarios.pdf
201,español,C.C. Los Chichies,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Los%20Chichies-spa.pdf,pdf/vz/C.C._Los_Chichies.pdf
202,español,C.C. Los Lirios,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Los%20Lirios-spa.pdf,pdf/vz/C.C._Los_Lirios.pdf
203,español,C.C. Los Próceres de Torbes,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Los%20Próceres%20de%20Torbes-spa.pdf,pdf/vz/C.C._Los_Próceres_de_Torbes.pdf
204,español,C.C. Los Toros Sector II,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Los%20Toros%20Sector%20II-spa.pdf,pdf/vz/C.C._Los_Toros_Sector_II.pdf
205,español,C.C. Luis Herrera Campins,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Luis%20Herrera%20Campins-spa.pdf,pdf/vz/C.C._Luis_Herrera_Campins.pdf
206,español,C.C. Machiri Parte Alta,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Machiri%20Parte%20Alta-spa.pdf,pdf/vz/C.C._Machiri_Parte_Alta.pdf
207,español,C.C. Maimire Miraflores,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Maimire%20Miraflores-spa.pdf,pdf/vz/C.C._Maimire_Miraflores.pdf
208,español,C.C. Majayura Cacique Mara,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Majayura%20Cacique%20Mara-spa.pdf,pdf/vz/C.C._Majayura_Cacique_Mara.pdf
209,español,C.C. Maniritos III,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Maniritos%20III-spa.pdf,pdf/vz/C.C._Maniritos_III.pdf
210,español,C.C. Mantuano,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Mantuano-spa.pdf,pdf/vz/C.C._Mantuano.pdf
211,español,C.C. Manuel D'Acosta,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Manuel%20D%27Acosta-spa.pdf,pdf/vz/C.C._Manuel_D'Acosta.pdf
212,español,C.C. Marina Marcano,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Marina%20Marcano-spa.pdf,pdf/vz/C.C._Marina_Marcano.pdf
213,español,C.C. María Auxiliadora,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20María%20Auxiliadora-spa.pdf,pdf/vz/C.C._María_Auxiliadora.pdf
214,español,C.C. María Inmaculada,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20María%20Inmaculada-spa.pdf,pdf/vz/C.C._María_Inmaculada.pdf
215,español,C.C. Mata Seca,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Mata%20Seca-spa.pdf,pdf/vz/C.C._Mata_Seca.pdf
216,español,C.C. Mes del Tigre,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Mes%20del%20Tigre-spa.pdf,pdf/vz/C.C._Mes_del_Tigre.pdf
217,español,C.C. Mesa de Aura,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Mesa%20de%20Aura-spa.pdf,pdf/vz/C.C._Mesa_de_Aura.pdf
218,español,C.C. Miraflores Centro,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Miraflores%20Centro-spa.pdf,pdf/vz/C.C._Miraflores_Centro.pdf
219,español,C.C. Miramar,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Miramar-spa.pdf,pdf/vz/C.C._Miramar.pdf
220,español,C.C. Monte Calvario,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Monte%20Calvario-spa.pdf,pdf/vz/C.C._Monte_Calvario.pdf
221,español,C.C. Monte Claro Las Playitas,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Monte%20Claro%20Las%20Playitas-spa.pdf,pdf/vz/C.C._Monte_Claro_Las_Playitas.pdf
222,español,C.C. Mundo Nuevo,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Mundo%20Nuevo-spa.pdf,pdf/vz/C.C._Mundo_Nuevo.pdf
223,español,C.C. Natalicio del Libertador,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Natalicio%20del%20Libertador-spa.pdf,pdf/vz/C.C._Natalicio_del_Libertador.pdf
224,español,C.C. Necesario es Vencer,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Necesario%20es%20Vencer-spa.pdf,pdf/vz/C.C._Necesario_es_Vencer.pdf
225,español,C.C. Nueva Vida,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Nueva%20Vida-spa.pdf,pdf/vz/C.C._Nueva_Vida.pdf
226,español,C.C. Nuevo Amanecer,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Nuevo%20Amanecer-spa.pdf,pdf/vz/C.C._Nuevo_Amanecer.pdf
227,español,C.C. Nuevo Rostro Campo Lindo III,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Nuevo%20Rostro%20Campo%20Lindo%20III-spa.pdf,pdf/vz/C.C._Nuevo_Rostro_Campo_Lindo_III.pdf
228,español,C.C. Otro Lado del Río,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Otro%20Lado%20del%20Río-spa.pdf,pdf/vz/C.C._Otro_Lado_del_Río.pdf
229,español,C.C. Palo Grande,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Palo%20Grande-spa.pdf,pdf/vz/C.C._Palo_Grande.pdf
230,español,C.C. Palo Rosal,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Palo%20Rosal-spa.pdf,pdf/vz/C.C._Palo_Rosal.pdf
231,español,C.C. Pantano Abajo III,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Pantano%20Abajo%20III-spa.pdf,pdf/vz/C.C._Pantano_Abajo_III.pdf
232,español,C.C. Paraguachoa,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Paraguachoa-spa.pdf,pdf/vz/C.C._Paraguachoa.pdf
233,español,C.C. Patriótico Guabina II,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Patriótico%20Guabina%20II-spa.pdf,pdf/vz/C.C._Patriótico_Guabina_II.pdf
234,español,C.C. Pedro Luis Briceño II,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Pedro%20Luis%20Briceño%20II-spa.pdf,pdf/vz/C.C._Pedro_Luis_Briceño_II.pdf
235,español,C.C. Perpétuo Socorro,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Perpétuo%20Socorro-spa.pdf,pdf/vz/C.C._Perpétuo_Socorro.pdf
236,español,C.C. Perro Seco,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Perro%20Seco-spa.pdf,pdf/vz/C.C._Perro_Seco.pdf
237,español,C.C. Plaza Falcón,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Plaza%20Falcón-spa.pdf,pdf/vz/C.C._Plaza_Falcón.pdf
238,español,C.C. Población de Mundanza,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Población%20de%20Mundanza-spa.pdf,pdf/vz/C.C._Población_de_Mundanza.pdf
239,español,C.C. Población Raya Arriba,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Población%20Raya%20Arriba-spa.pdf,pdf/vz/C.C._Población_Raya_Arriba.pdf
240,español,C.C. Polar IV,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Polar%20IV-spa.pdf,pdf/vz/C.C._Polar_IV.pdf
241,español,C.C. Por Amor a Mi Barrio,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Por%20Amor%20a%20Mi%20Barrio-spa.pdf,pdf/vz/C.C._Por_Amor_a_Mi_Barrio.pdf
242,español,C.C. Primero de Mayo Sector I,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Primero%20de%20Mayo%20Sector%20I-spa.pdf,pdf/vz/C.C._Primero_de_Mayo_Sector_I.pdf
243,español,C.C. Profesor Alberto Lovera,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Profesor%20Alberto%20Lovera-spa.pdf,pdf/vz/C.C._Profesor_Alberto_Lovera.pdf
244,español,C.C. Providencia Bolivariana,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Providencia%20Bolivariana-spa.pdf,pdf/vz/C.C._Providencia_Bolivariana.pdf
245,español,C.C. Pueblo Hondo,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Pueblo%20Hondo-spa.pdf,pdf/vz/C.C._Pueblo_Hondo.pdf
246,español,C.C. Pueblo Nuevo,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Pueblo%20Nuevo-spa.pdf,pdf/vz/C.C._Pueblo_Nuevo.pdf
247,español,C.C. Puerto Moreno,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Puerto%20Moreno-spa.pdf,pdf/vz/C.C._Puerto_Moreno.pdf
248,español,C.C. Rafael María Avila,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Rafael%20María%20Avila-spa.pdf,pdf/vz/C.C._Rafael_María_Avila.pdf
249,español,C.C. Rafael Urdaneta,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Rafael%20Urdaneta-spa.pdf,pdf/vz/C.C._Rafael_Urdaneta.pdf
250,español,C.C. Recta de Apolonio,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Recta%20de%20Apolonio-spa.pdf,pdf/vz/C.C._Recta_de_Apolonio.pdf
251,español,C.C. Residencias El Centro,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Residencias%20El%20Centro-spa.pdf,pdf/vz/C.C._Residencias_El_Centro.pdf
252,español,C.C. Revolucionaria en Marcha Sector A,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Revolucionaria%20en%20Marcha%20Sector%20A-spa.pdf,pdf/vz/C.C._Revolucionaria_en_Marcha_Sector_A.pdf
253,español,C.C. Revolución Bravo Pueblo,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Revolución%20Bravo%20Pueblo-spa.pdf,pdf/vz/C.C._Revolución_Bravo_Pueblo.pdf
254,español,C.C. Rincón de la Vega,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Rincón%20de%20la%20Vega-spa.pdf,pdf/vz/C.C._Rincón_de_la_Vega.pdf
255,español,C.C. Rosa Inés,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Rosa%20Inés-spa.pdf,pdf/vz/C.C._Rosa_Inés.pdf
256,español,C.C. Ruíz Pineda,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Ruíz%20Pineda-spa.pdf,pdf/vz/C.C._Ruíz_Pineda.pdf
257,español,C.C. Río Negro,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Río%20Negro-spa.pdf,pdf/vz/C.C._Río_Negro.pdf
258,español,C.C. Sabana II,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Sabana%20II-spa.pdf,pdf/vz/C.C._Sabana_II.pdf
259,español,C.C. Salinas del Sur,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Salinas%20del%20Sur-spa.pdf,pdf/vz/C.C._Salinas_del_Sur.pdf
260,español,C.C. Samán del Táchira,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20Samán%20del%20Táchira-spa.pdf,pdf/vz/C.C._Samán_del_Táchira.pdf
261,español,C.C. San Antonio Este,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20San%20Antonio%20Este-spa.pdf,pdf/vz/C.C._San_Antonio_Este.pdf
262,español,C.C. San Antonio Norte,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20San%20Antonio%20Norte-spa.pdf,pdf/vz/C.C._San_Antonio_Norte.pdf
263,español,C.C. San Genaro y La Unión,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20San%20Genaro%20y%20La%20Unión-spa.pdf,pdf/vz/C.C._San_Genaro_y_La_Unión.pdf
264,español,C.C. San Isidro Sector II,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20San%20Isidro%20Sector%20II-spa.pdf,pdf/vz/C.C._San_Isidro_Sector_II.pdf
265,español,C.C. San Miguel Arcángel,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20San%20Miguel%20Arcángel-spa.pdf,pdf/vz/C.C._San_Miguel_Arcángel.pdf
266,español,C.C. San Pablo Amazonas,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20San%20Pablo%20Amazonas-spa.pdf,pdf/vz/C.C._San_Pablo_Amazonas.pdf
267,español,C.C. San Pablo Zulia,http://lib.ohchr.org/HRBodies/UPR/Documents/session12/VE/C.C.%20San%20Pablo%20Zulia-spa.pdf,pdf/vz/C.C._San_Pablo_Zulia.pdf
